iter	Passed	Remaining
268	597	1623
269	600	1624
270	602	1621
271	605	1620
272	609	1622
273	612	1621
274	614	1618
275	616	1615
276	617	1612
277	620	1612
278	625	1617
279	629	1617
280	631	1615
281	633	1611
282	636	1612
283	640	1614
284	642	1612
285	644	1609
286	646	1605
287	648	1602
288	650	1600
289	652	1597
290	656	1599
291	658	1596
292	660	1593
293	664	1596
294	669	1599
295	672	1599
296	674	1596
297	676	1593
298	678	1590
299	681	1590
300	684	1589
301	685	1585
302	687	1581
303	690	1580
304	692	1577
305	694	1574
306	696	1572
307	698	1569
308	699	1565
309	701	1561
310	703	1558
311	704	1554
312	707	1552
313	711	1554
314	713	1551
315	715	1548
316	716	1544
317	718	1541
318	720	1538
319	722	1535
320	725	1535
321	727	1531
322	729	1528
323	730	1524
324	732	1521
325	734	1518
326	735	1514
327	737	1511
328	739	1508
329	742	1507
330	744	1503
331	745	1500
332	747	1496
333	748	1492
334	750	1489
335	752	1487
336	754	1485
337	756	1481
338	758	1478
339	760	1475
340	761	1472
341	763	1468
342	764	1464
343	766	1462
344	769	1460
345	771	1457
346	772	1454
347	774	1450
348	775	1447
349	777	1444
350	779	1440
351	781	1437
352	784	1437
353	787	1436
354	788	1433
355	790	1429
356	792	1426
357	793	1423
358	795	1420
359	798	1419
360	800	1416
361	801	1413
362	803	1410
363	805	1407
364	807	1404
365	808	1400
366	810	1398
367	812	1395
368	815	1394
369	817	1391
370	818	1388
371	820	1384
372	822	1381
373	823	1378
374	825	1376
375	829	1375
376	831	1374
377	833	1371
378	834	1367
379	836	1364
380	838	1361
381	839	1358
382	842	1356
383	844	1354
384	845	1351
385	847	1348
386	849	1345
387	850	1342
388	852	1338
389	854	1336
390	856	1334
391	858	1332
392	860	1329
393	862	1326
394	864	1323
395	865	1320
396	867	1317
397	868	1313
398	871	1312
399	873	1309
400	874	1306
401	876	1303
402	877	1300
403	879	1297
404	881	1294
405	882	1291
406	885	1289
407	887	1287
408	889	1284
409	890	1281
410	892	1278
411	893	1275
412	895	1272
413	896	1269
414	898	1266
415	901	1264
416	903	1263
417	905	1260
418	906	1257
419	909	1255
420	910	1252
421	912	1249
422	914	1247
423	916	1244
424	918	1242
425	919	1239
426	921	1236
427	922	1233
428	924	1230
429	926	1227
430	928	1225
431	930	1223
432	932	1220
433	933	1218
434	935	1215
435	937	1212
436	938	1209
437	940	1206
438	942	1204
439	946	1204
440	948	1202
441	950	1200
442	952	1197
443	954	1194
444	955	1191
445	957	1189
446	961	1189
447	963	1187
448	965	1184
449	966	1181
450	968	1178
451	970	1176
452	971	1173
453	974	1172
454	979	1172
455	981	1170
456	983	1168
457	984	1165
458	986	1162
459	991	1163
460	993	1161
461	995	1159
462	997	1156
463	999	1154
464	1000	1151
465	1004	1150
466	1006	1148
467	1010	1148
468	1012	1146
469	1014	1144
470	1016	1141
471	1023	1144
472	1026	1143
473	1028	1141
474	1030	1138
475	1032	1136
476	1034	1134
477	1039	1134
478	1041	1132
479	1042	1129
480	1044	1127
481	1047	1125
482	1051	1125
483	1054	1124
484	1056	1121
485	1058	1119
486	1060	1116
487	1063	1115
488	1067	1115
489	1072	1116
490	1074	1113
491	1076	1111
492	1079	1110
493	1083	1109
494	1085	1107
495	1087	1105
496	1089	1102
497	1091	1100
498	1094	1098
499	1098	1098
500	1101	1096
501	1103	1094
502	1104	1091
503	1107	1089
504	1111	1089
505	1113	1087
506	1116	1085
507	1117	1082
508	1119	1079
509	1122	1078
510	1124	1076
511	1128	1076
512	1131	1074
513	1133	1072
514	1136	1069
515	1139	1069
516	1144	1069
517	1146	1067
518	1148	1064
519	1150	1061
520	1151	1059
521	1157	1059
522	1159	1057
523	1161	1054
524	1162	1051
525	1164	1049
526	1166	1046
527	1171	1047
528	1173	1045
529	1175	1042
530	1177	1039
531	1178	1037
532	1180	1034
533	1184	1033
534	1187	1032
535	1189	1029
536	1191	1027
537	1192	1024
538	1194	1021
539	1197	1020
540	1199	1018
541	1201	1015
542	1203	1012
543	1205	1010
544	1206	1007
545	1208	1004
546	1210	1002
547	1214	1001
548	1216	999
549	1218	997
550	1220	994
551	1221	991
552	1223	988
553	1225	986
554	1228	984
555	1229	982
556	1231	979
557	1233	976
558	1234	973
559	1236	971
560	1237	968
561	1240	967
562	1242	964
563	1245	962
564	1246	959
565	1248	957
566	1249	954
567	1251	951
568	1253	949
569	1255	947
570	1258	945
571	1260	943
572	1262	940
573	1264	938
574	1265	935
575	1267	933
576	1269	930
577	1271	928
578	1273	925
579	1275	923
580	1276	920
581	1278	918
582	1279	915
583	1282	913
584	1284	911
585	1286	908
586	1288	906
587	1290	903
588	1291	901
589	1293	898
590	1295	896
591	1297	893
592	1298	891
593	1302	890
594	1304	887
595	1306	885
596	1308	883
597	1310	880
598	1311	878
599	1313	875
600	1315	873
601	1317	871
602	1319	868
603	1320	866
604	1322	863
605	1324	861
606	1326	858
607	1328	856
608	1330	854
609	1332	851
610	1334	849
611	1335	846
612	1337	844
613	1338	841
614	1340	839
615	1341	836
616	1343	834
617	1346	832
618	1348	829
619	1350	827
620	1352	825
621	1353	822
622	1355	820
623	1357	817
624	1359	815
625	1361	813
626	1363	811
627	1365	808
628	1366	806
629	1368	803
630	1370	801
631	1371	798
632	1375	797
633	1378	795
634	1380	793
635	1381	790
636	1383	788
637	1385	785
638	1386	783
639	1390	782
640	1392	780
641	1394	777
642	1396	775
643	1397	772
644	1399	770
645	1401	767
646	1403	765
647	1407	764
648	1411	763
649	1413	761
650	1415	758
651	1419	757
652	1424	756
653	1427	755
654	1429	752
655	1430	750
656	1432	748
657	1436	746
658	1439	745
659	1442	742
660	1443	740
661	1445	738
662	1451	737
663	1455	736
664	1457	734
665	1459	732
666	1462	730
667	1464	728
668	1469	727
669	1472	725
670	1474	722
671	1477	721
672	1481	719
673	1483	717
674	1486	715
675	1489	713
676	1490	711
677	1493	709
678	1496	707
679	1500	706
680	1502	703
681	1504	701
682	1506	699
683	1510	698
684	1513	696
685	1515	693
686	1517	691
687	1519	688
688	1521	686
689	1524	684
690	1527	683
691	1530	681
692	1532	678
693	1534	676
694	1538	675
695	1542	673
696	1544	671
697	1546	669
698	1547	666
699	1549	664
700	1551	661
701	1556	660
702	1558	658
703	1560	655
704	1561	653
705	1563	651
706	1566	649
707	1571	648
708	1573	645
709	1575	643
710	1577	641
711	1579	638
712	1581	636
713	1585	635
714	1587	632
715	1589	630
716	1590	627
717	1592	625
718	1595	623
719	1597	621
720	1599	618
721	1600	616
722	1602	613
723	1604	611
724	1605	609
725	1607	606
726	1610	604
727	1613	602
728	1615	600
729	1616	597
730	1618	595
731	1619	592
732	1621	590
733	1623	588
734	1625	586
735	1627	583
736	1629	581
737	1630	579
738	1632	576
739	1634	574
740	1635	571
741	1638	569
742	1640	567
743	1642	565
744	1644	562
745	1645	560
746	1647	557
747	1648	555
748	1650	553
749	1652	550
750	1655	549
751	1657	546
752	1659	544
753	1660	541
754	1662	539
755	1664	537
756	1666	535
757	1669	533
758	1671	530
759	1673	528
760	1674	525
761	1676	523
762	1677	521
763	1680	518
764	1682	516
765	1684	514
766	1686	512
767	1687	509
768	1689	507
769	1691	505
770	1692	502
771	1694	500
772	1696	498
773	1699	496
774	1700	493
775	1702	491
776	1703	489
777	1705	486
778	1707	484
779	1709	482
780	1711	479
781	1713	477
782	1715	475
783	1716	473
784	1718	470
785	1720	468
786	1722	466
787	1723	463
788	1725	461
789	1728	459
790	1730	457
791	1732	454
792	1733	452
793	1735	450
794	1737	447
795	1738	445
796	1740	443
797	1743	441
798	1745	439
799	1746	436
800	1748	434
801	1750	432
802	1751	429
803	1753	427
804	1754	425
805	1756	422
806	1758	420
807	1760	418
808	1762	416
809	1763	413
810	1765	411
811	1766	409
812	1768	406
813	1770	404
814	1773	402
815	1776	400
816	1778	398
817	1779	395
818	1781	393
819	1782	391
820	1784	389
821	1787	386
822	1788	384
823	1790	382
824	1792	380
825	1793	377
826	1795	375
827	1797	373
828	1798	371
829	1800	368
830	1802	366
831	1805	364
832	1807	362
833	1809	360
834	1810	357
835	1812	355
836	1813	353
837	1815	350
838	1818	348
839	1819	346
840	1821	344
841	1823	342
842	1825	339
843	1826	337
844	1828	335
845	1830	333
846	1832	331
847	1834	328
848	1836	326
849	1838	324
850	1839	322
851	1841	319
852	1843	317
853	1845	315
854	1850	313
855	1852	311
856	1854	309
857	1855	307
858	1857	304
859	1859	302
860	1861	300
861	1863	298
862	1865	296
863	1866	293
864	1868	291
865	1870	289
866	1872	287
867	1875	285
868	1877	283
869	1880	280
870	1881	278
871	1883	276
872	1884	274
873	1886	271
874	1888	269
875	1892	267
876	1894	265
877	1896	263
878	1898	261
879	1900	259
880	1902	256
881	1904	254
882	1907	252
883	1909	250
884	1911	248
885	1914	246
886	1915	244
887	1917	241
888	1920	239
889	1922	237
890	1926	235
891	1928	233
892	1930	231
893	1931	229
894	1933	226
895	1937	224
896	1939	222
897	1941	220
898	1943	218
899	1945	216
900	1946	213
901	1949	211
902	1952	209
903	1957	207
904	1959	205
905	1961	203
906	1962	201
907	1966	199
908	1971	197
909	1974	195
910	1976	193
911	1977	190
912	1980	188
913	1985	186
914	1987	184
915	1989	182
916	1991	180
917	1994	178
918	1997	176
919	2001	174
920	2003	171
921	2005	169
922	2007	167
923	2010	165
924	2013	163
925	2017	161
926	2020	159
927	2022	156
928	2024	154
929	2028	152
930	2031	150
931	2032	148
932	2034	146
933	2036	143
934	2039	141
935	2042	139
936	2046	137
937	2048	135
938	2050	133
939	2052	130
940	2054	128
941	2059	126
942	2061	124
943	2062	122
944	2064	120
945	2066	117
946	2069	115
947	2071	113
948	2076	111
949	2078	109
950	2080	107
951	2082	104
952	2084	102
953	2088	100
954	2091	98
955	2093	96
956	2094	94
957	2096	91
958	2099	89
959	2101	87
960	2103	85
961	2104	83
962	2106	80
963	2107	78
964	2109	76
965	2111	74
966	2113	72
967	2115	69
968	2117	67
969	2118	65
970	2120	63
971	2122	61
972	2123	58
973	2125	56
974	2129	54
975	2131	52
976	2133	50
977	2135	48
978	2137	45
979	2139	43
980	2141	41
981	2143	39
982	2147	37
983	2149	34
984	2151	32
985	2153	30
986	2154	28
987	2156	26
988	2158	24
989	2160	21
990	2162	19
991	2163	17
992	2165	15
993	2167	13
994	2168	10
995	2170	8
996	2172	6
997	2175	4
998	2176	2
999	2178	0
